latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
49.4323,156.0849,10,177,3.818,0.5,7.4,1.9,0.099,31
49.2192,156.4734,10,190,3.97,0.74,7.4,2,0.162,11
49.1392,156.193,10,112,4.086,0.62,10.5,1.9,0.095,34
49.2,156.28,10,65,4.014,0.57,8,1.8,0.048,148
49.1265,156.302,10,195,4.173,0.66,7.5,2,0.159,13
49.2902,156.2968,20,14,3.923,0.64,7.4,1.8,0.053,34
49.1575,156.5539,10,101,4.021,1.21,9.8,1.9,0.147,13
49.3739,156.1329,10,167,3.866,1.09,10.2,1.9,0.154,12
17.4413,147.4671,10,156,2.717,0.82,11.4,1.9,0.189,8
19.0329,95.6084,10,63,2.186,0.76,7,1.8,0.039,211
24.8313,122.0813,10,55,0.549,0.55,6.6,1.3,0.083,14
32.2793,142.0109,39.26,134,2.031,0.88,10.3,5.3,0.377,2
39.7212,73.9309,41.43,56,1.756,0.92,2.4,6.7,0.081,45
39.0221,142.4627,22.81,135,1.746,0.91,7.3,5.6,0.062,78
15.9955,120.2652,103.44,128,6.83,0.76,11.9,8.8,0.113,23
44.2535,149.8354,10,153,5.21,1.01,10.4,1.9,0.146,14
49.4001,156.2184,10,169,3.828,1.28,11.9,2,0.128,18
49.3959,156.2425,19,57,3.828,0.89,6.5,1.7,0.059,28
41.0022,142.2267,50.85,128,0.906,0.56,5.5,7,0.079,47
27.9703,128.2198,10,49,1.13,0.78,2.6,1.9,0.091,36
29.9016,141.0843,48.3,108,2.958,0.52,10.5,7.7,0.09,36
37.8619,72.4117,132.18,85,0.682,0.76,7.7,6.4,0.044,156
45.8362,150.4817,104.74,144,5.853,0.92,11.6,8.4,0.057,90
40.6525,83.8324,10,85,3.539,0.76,7.9,1.8,0.132,16
10.5335,126.4136,10,115,3.539,0.92,12.2,1.9,0.104,28
33.5886,140.0608,111.64,129,0.515,0.73,8.4,4.9,0.112,23
37.3655,141.5211,35,129,0.768,0.71,6.9,1.9,0.042,175
42.6584,141.8895,24.97,72,1.138,0.74,6.9,5.3,0.06,80
28.4707,141.6854,37.76,117,1.439,0.63,9.7,8.6,0.107,26
44.5672,148.2793,50.11,143,4.103,0.83,7.5,5.4,0.244,12
39.4189,75.1609,27.05,93,2.094,0.71,7.8,2.4,0.105,27
23.6085,143.815,12.11,114,3.772,0.58,11.3,5.4,0.106,27
23.5895,143.7463,10,120,3.766,0.53,13,1.9,0.09,36
42.6258,141.9864,34,68,1.061,0.66,7.4,2.3,0.061,81
23.6221,143.8849,10,18,3.785,0.94,6.2,1.8,0.038,220
23.7133,144.0184,10,158,3.754,1.03,9.2,2,0.164,11
29.6342,140.9628,76.89,124,2.748,1.32,10.2,10,0.148,13
50.2016,156.12,103.37,85,3.072,0.5,13.1,8.4,0.108,24
41.7681,141.2753,87.57,104,0.99,0.79,7.3,5.8,0.186,8
9.4797,126.2837,54.99,46,2.494,0.96,8.2,5.6,0.035,256
51.3742,142.16,10,99,4.437,0.65,8.7,1.8,0.159,12
47.7577,147.6392,404.57,130,3.411,0.59,8.9,8.6,0.118,20
40.249,142.628,45.53,154,1.308,0.81,8.4,4.5,0.198,7
36.5308,70.5471,194.81,44,0.594,0.66,6.4,4.3,0.071,19
43.458,87.1122,10,69,4.77,1.3,7.4,1.9,0.111,24
18.5486,146.5519,73.14,103,3.369,0.45,12.6,4.6,0.128,18
27.9283,139.6479,510.62,60,2.4,0.75,7.1,8.8,0.063,68
9.8838,125.6613,48.43,110,2.797,0.65,8.6,6.9,0.076,51
26.5339,140.5194,415.84,58,1.589,1.05,10,6.2,0.028,376
36.8647,74.5646,79.37,160,2.412,1.06,2.9,10.4,0.295,4
51.3641,156.7839,116.06,137,1.835,0.72,8.4,7.5,0.124,21
37.3482,71.6467,119.55,64,0.181,0.75,5.2,7.9,0.192,8
35.0158,137.4893,40.22,70,0.503,0.81,4.2,7,0.052,114
35.9569,70.5288,102.9,86,1.167,0.98,5.5,7.2,0.098,30
33.5319,89.2661,10,111,4.133,0.96,8.5,1.9,0.103,27
35.674,89.3774,10,105,6.133,1.18,8.9,1.9,0.117,20
26.4868,129.4496,10,84,1.109,0.81,5.7,1.9,0.108,26
13.6826,122.8235,42.75,151,9.465,0.69,15.2,11.5,0.152,12
48.8461,155.0797,67.76,143,4.577,1.23,5.5,8.3,0.215,6
36.3456,68.7022,35,92,1.299,1.32,4.2,2,0.197,7
37.3559,141.8694,23.58,146,0.998,0.65,8.2,6.7,0.17,10
42.6914,141.9692,38.64,72,1.11,0.69,5.8,7.2,0.066,69
13.6312,120.406,35,110,8.608,0.47,13.5,2,0.108,25
21.8405,143.3771,200.34,134,5.343,0.65,10.3,7.3,0.087,37
20.8793,121.792,139.16,117,2.542,1.33,9.3,9.3,0.147,15
32.6447,140.8904,48.05,146,1.02,1.16,8.8,8.5,0.118,23
8.9175,126.0839,57,103,1.902,0.77,10,7.4,0.06,85
18.9435,95.5839,10,182,2.271,0.64,9.6,2,0.305,3
28.7099,81.4792,10,178,8.49,1.28,7.1,2,0.169,10
28.874,81.5789,10,141,8.379,1.17,9.2,2,0.17,10
26.7298,129.5792,10,127,1.172,1,8.5,1.9,0.22,6
42.5988,142.0359,16.92,41,1.016,0.72,6,3.3,0.08,15
26.6065,129.4696,10,64,1.094,0.9,2.1,1.9,0.063,24
36.3816,135.6202,349.79,41,1.539,0.95,7.7,9,0.123,18
12.2354,144.1914,10,162,1.498,1.22,16.5,1.9,0.177,9
15.5492,122.2032,57.25,122,7.849,1.01,14.1,8.9,0.151,13
19.3133,96.2332,10,97,1.631,0.85,6.4,1.9,0.121,20
31.0932,131.4663,35,121,2.086,0.77,6.4,2,0.136,16
36.963,71.5946,126.39,64,0.568,0.64,8,9.9,0.218,6
22.1353,120.4266,10,101,0.909,0.97,6.5,1.9,0.114,22
27.3521,129.7394,10,107,1.405,1.15,6.1,1.9,0.199,7
20.2585,121.9998,10,134,2.686,0.91,10.9,1.9,0.141,14
25.7886,67.1587,10,156,8.17,0.93,8.7,1.7,0.084,41
12.7715,124.151,110.67,117,10.905,0.75,13.5,8.3,0.088,40
35.7891,140.9937,30.59,118,2.082,1.35,6.4,5.2,0.065,75
41.1356,144.3686,10,151,1.264,0.95,8.7,1.9,0.14,15
53.5003,158.9559,114.91,117,0.512,0.58,12.4,7.8,0.043,160
9.3012,93.8022,54.7,84,2.56,0.91,9.2,7.7,0.095,33
52.9019,159.912,66.8,147,0.773,0.63,14.4,12.6,0.155,12
34.0874,83.8895,10,76,6.603,0.66,8.4,1.9,0.111,24
37.6683,141.7129,35,148,0.758,0.78,7.6,2,0.136,16
30.1151,138.3952,363.95,92,3.22,0.96,11.2,9.3,0.134,15
36.4286,141.063,47.48,117,1.454,0.76,7,6,0.069,20
11.8809,143.5437,28.47,72,2.133,0.6,11.5,3.9,0.066,69
36.534,70.3024,202.82,70,0.63,0.91,7.4,5.3,0.153,12
18.7676,145.4914,202.87,118,3.518,0.82,12.2,7.9,0.082,43
46.7621,152.777,38.29,100,7.1,0.68,11.9,7.7,0.135,16
38.9592,142.8115,36.52,167,1.925,1.03,7.7,13.3,0.191,8
26.7516,129.7105,10,98,1.288,0.27,6,1.9,0.166,14
67.7781,123.2823,10,138,4.333,0.6,8.7,2,0.221,6
12.9046,92.2347,25.65,77,1.337,0.88,6.7,3.9,0.055,106
42.893,141.9909,33.53,52,1.23,0.97,7.4,2.5,0.029,359
36.7098,71.0284,215.85,69,0.551,1.05,7.5,6.9,0.202,7
39.6858,82.6252,14.98,108,3.009,0.86,4,4.8,0.139,16
42.7674,142.5442,121.11,104,0.878,0.76,7.9,6,0.103,27
31.9167,141.6083,16.41,89,4.83,1.33,9.6,3.8,0.125,19
42.5608,142.0029,35,65,1.015,0.61,6.3,1.9,0.089,12
12.4422,142.7697,10,72,2.341,1.14,7,1.1,0.143,15
19.463,119.8548,35,133,3.528,1.35,13,2,0.162,12
36.4811,71.2024,237.3,74,0.816,0.62,6.9,8.2,0.159,11
40.2565,65.3235,10,52,3.268,0.65,6.8,2,0.158,11
42.7652,141.9494,35,75,1.167,0.4,5.8,2,0.082,44
10.4733,91.652,10,125,1.59,0.78,4.8,1.9,0.157,11
47.1412,152.6567,83.57,56,6.765,0.83,10.4,5,0.03,336
52.8553,158.8581,79.8,96,0.745,0.63,5.5,7.9,0.069,59
52.9539,160.8558,16.09,147,1.335,1.4,10.2,5.8,0.087,40
17.8411,120.7668,10,141,4.96,1.3,8.5,1.9,0.177,9
51.186,151.1336,500.23,92,4.478,0.84,10.7,14,0.089,35
34.2169,80.6903,10,29,6.194,0.66,6.9,1.8,0.11,8
37.148,141.0743,49.03,166,0.754,0.81,2.9,8.2,0.15,21
25.777,95.0062,80.14,116,1.668,0.65,11.3,5.4,0.264,4
26.7884,129.7,10,82,1.276,0.9,4.3,1.9,0.129,18
33.2859,138.2087,289.55,88,1.33,1.12,9.2,8.3,0.089,34
36.5168,70.6982,182.8,83,0.615,0.84,6.5,10.6,0.236,5
47.6007,154.0345,39.98,136,5.991,0.69,10.1,7.6,0.076,53
10.431,126.0346,45.62,137,3.37,0.49,11.4,8.1,0.087,40
10.4181,126.2608,35,116,3.394,0.56,11.6,2,0.087,39
10.39,126.1536,42.71,104,3.347,0.84,10,6.6,0.052,118
10.4997,126.0807,57.1,106,3.444,0.56,10.3,7.5,0.062,79
36.535,70.4068,211.97,70,0.604,0.58,7.5,5.5,0.089,35
30.1946,138.6198,435.49,90,4.398,0.79,5.3,9.9,0.093,31
39.2473,142.8161,38.04,157,2.044,0.6,8.5,9.5,0.13,17
43.9656,147.412,35,159,3.478,0.55,12.8,2,0.079,45
45.1476,149.2177,85.29,176,4.838,0.39,12.2,12.2,0.056,93
44.2377,83.6351,10,61,2.725,0.85,7,1,0.101,30
27.4408,142.0848,72.44,171,0.355,0.45,13.1,9.1,0.165,11
44.7214,149.8563,49.35,137,5.237,0.39,12.3,5.2,0.049,127
24.2458,93.913,57.72,112,0.353,0.55,5.9,5.7,0.215,6
13.0693,143.3546,201.75,72,1.561,0.54,7.4,6.5,0.049,119
10.3605,126.1654,31.3,93,3.32,1.03,7.8,5.1,0.062,87
48.1944,155.0938,35,82,5.191,1.09,8.8,1.9,0.037,243
9.9195,126.3509,35,92,2.932,0.8,6.9,2,0.114,23
9.8706,126.2067,27.09,169,2.851,0.67,12.5,6,0.104,27
41.9449,141.1385,104.3,96,1.155,0.8,6.8,3.5,0.064,73
26.0547,90.8859,10,89,1,0.74,4.8,1.9,0.117,21
38.7343,142.2432,35,135,1.433,0.88,7.3,2,0.073,18
10.3745,126.112,58.13,107,3.325,0.53,10,5.8,0.062,83
10.3301,126.1444,35,120,3.287,1.17,11.9,2,0.094,34
12.7209,144.8327,65.45,265,0.863,0.52,7.1,9.3,0.194,8
10.4399,126.1264,46.82,100,3.392,0.45,10.3,7.1,0.091,35
10.3327,126.2304,24.03,199,3.305,0.65,15.2,8.9,0.145,14
25.0248,125.6729,57.04,116,2.482,0.48,9.5,9.3,0.084,43
42.2232,141.271,121.84,87,1.418,1.15,6.6,8.2,0.119,20
42.6173,142.0274,49.9,74,1.031,0.59,5.4,9.2,0.127,18
29.2238,68.3549,10,148,5.333,1.2,5.3,2,0.211,6
36.644,71.1104,86.23,71,0.643,1.01,3.9,6.9,0.143,14
45.2656,143.3645,257.08,102,1.271,0.76,9,5.6,0.071,53
18.6217,145.4964,179.07,100,3.373,0.81,15,7,0.141,15
20.8187,122.0525,23.14,151,2.184,0.82,10.5,7.2,0.133,16
33.839,136.6885,377.3,85,1.494,0.69,8.9,8.3,0.093,31
45.94,152.9642,10,160,7.57,0.86,7.6,1.9,0.143,15
36.4966,140.6655,53.8,137,1.373,0.9,6.9,6.8,0.086,41
37.4186,72.2617,204.88,82,0.491,0.95,7.8,6.5,0.314,4
35.2249,141.1966,26.58,137,2.396,0.65,6.8,5.7,0.116,23
42.4393,123.5732,10,85,4.888,1.34,9.3,1.9,0.195,11
18.6986,145.2299,179.13,118,3.48,0.6,13.7,9.1,0.074,50
12.2222,146.2385,32,9,1.905,0.9,7.4,1.8,0.066,22
30.9898,74.2076,10,149,2.769,0.78,5.9,2,0.178,8
26.6278,129.6264,10,93,1.228,0.99,3.7,1.9,0.236,5
42.2384,143.1533,67.04,146,0.223,0.45,8.5,4.9,0.197,8
11.4936,145.6337,10,106,2.213,1.41,13.4,2,0.159,12
33.622,140.1325,115.2,124,0.571,0.82,8.6,0.9,0.12,20
26.6637,129.6566,10,36,1.249,0.75,7.1,1.8,0.05,39
26.6843,129.6373,10,78,1.229,1.01,4.3,1.9,0.179,9
45.2211,150.5307,45.14,196,5.677,0.73,4.7,12.1,0.125,19
45.1727,150.5472,33.11,135,5.705,0.62,9.3,5.3,0.053,115
14.7849,146.2926,64.03,105,0.665,1.07,10.1,7.5,0.093,34
43.2108,146.386,66.78,150,2.666,0.79,9,8.4,0.073,54
24.0359,122.5399,44.19,109,0.607,1.23,4.6,8.3,0.149,13
27.9865,139.95,395.72,80,2.173,0.81,11.9,7.4,0.081,42
50.7665,155.6549,148.38,120,2.664,0.75,11,7.3,0.074,51
29.365,104.4998,10,173,4.433,0.69,7.8,2,0.121,20
26.7189,129.6426,10,95,1.23,1.34,4.3,1.9,0.139,15
26.7341,129.6486,10,82,1.234,0.65,5.5,1.3,0.098,31
42.6886,142.0376,33.61,89,1.068,0.46,6.6,3,0.159,11
53.2923,160.659,20.73,144,1.239,0.64,11.2,6.8,0.07,57
26.7185,129.6893,10,91,1.272,0.74,6.1,1.9,0.169,10
26.6747,129.6597,10,88,1.25,1.23,5,1.9,0.147,14
39.8131,143.2002,23.68,165,1.902,0.94,8,7.6,0.127,18
39.8823,143.1136,36.43,129,1.809,0.63,7.3,7.5,0.066,69
16.9691,145.592,219.45,24,1.728,0.97,8.6,4.6,0.073,18
18.3484,145.5256,470.11,118,3.1,0.46,15.7,10.3,0.172,9
40.9429,141.6718,64.83,147,0.485,0.93,6.3,7.4,0.236,5
36.5654,71.2504,107.77,112,0.778,0.8,6.5,3.8,0.189,8
53.917,160.3651,82.12,149,1.361,0.54,14.4,13.3,0.073,53
46.215,154.7178,10,143,7.165,0.54,11.9,1.9,0.113,22
36.6738,141.0425,44.42,146,1.21,1.35,6,6.7,0.073,18
35.7288,141.9027,8.38,141,2.315,0.54,7.6,5.2,0.101,30
38.4621,141.5577,56.52,108,0.846,0.71,5.8,5.4,0.057,30
26.7882,129.7743,10,83,1.343,0.81,5.7,1.9,0.095,33
18.2145,145.9177,99.22,128,2.959,0.5,11.5,8.2,0.054,101
36.0211,139.7672,83.53,115,1.367,0.85,4.2,6.6,0.054,104
26.6887,129.6347,10,94,1.226,0.78,6.7,1.9,0.146,14
24.0249,120.9994,11.84,80,0.239,0.93,1.5,4,0.134,16
38.4785,70.5652,10,42,0.556,0.85,4.2,1.9,0.042,177
47.2515,150.955,172.35,58,5.602,0.71,10.1,4.9,0.033,262
26.7095,129.7013,10,71,1.283,0.84,6.1,1.8,0.043,171
26.7196,129.7067,10,72,1.287,1.01,5.4,1.8,0.144,15
36.704,71.1295,247.04,65,0.611,0.82,6.4,5.1,0.053,97
37.1999,137.7938,227.08,66,0.731,0.86,6.8,5.2,0.052,103
14.6992,146.3941,49.35,92,0.794,0.72,9.3,11.8,0.105,26
10.8851,144.7139,10,176,2.692,0.67,13.2,2,0.15,13
42.6789,141.8707,13.88,70,1.161,0.72,7.2,4.7,0.07,63
26.655,129.6809,10,83,1.272,0.65,6.5,1.8,0.163,11
24.1515,143.464,10,166,18.781,0.67,9.7,2,0.27,7
26.7024,129.5769,10,87,1.173,0.61,2.5,1.9,0.097,33
42.5732,143.6683,71.44,151,0.674,0.89,8.5,8.7,0.268,4
26.5939,129.5427,10,82,1.161,0.85,5.2,1.9,0.134,16
35.3801,141.2864,29.41,123,0.798,0.94,5.8,5,0.127,6
26.7178,129.5933,10,91,1.186,0.66,7,1.7,0.207,8
26.6213,129.7791,10,86,1.364,1.32,5.6,1.9,0.157,12
26.4878,129.5875,10,87,1.226,1.07,4.9,1.9,0.173,10
26.5742,129.5279,10.2,31,1.152,0.69,7.2,3.2,0.046,46
49.8508,156.1699,49.28,53,3.399,0.65,8.3,4.2,0.075,17
26.6904,129.6387,10.15,69,1.23,0.79,7.4,3.6,0.063,24
19.1301,145.8692,106.91,104,3.868,0.57,7.2,8.4,0.081,45
26.6617,129.8195,10,81,1.394,1.24,6.3,1.9,0.142,15
26.7462,129.7372,10,73,1.312,0.79,5.1,1.8,0.089,12
26.6846,129.5989,10,89,1.195,1.11,6.5,1.9,0.133,17
18.1465,147.2364,10,71,3.205,0.75,6.7,1.7,0.098,10
26.7233,129.5576,10,101,1.154,0.47,4.7,1.9,0.188,8
26.695,129.288,10,80,0.918,0.67,5.3,1.9,0.141,14
26.6589,129.5925,10,85,1.193,1.02,6.7,1.9,0.165,10
26.6666,129.5559,10,81,1.16,0.67,4.5,1.9,0.129,18
26.5998,129.5599,10,71,1.175,0.75,6.2,1.8,0.117,7
26.6136,129.6001,10,85,1.207,1.18,6.5,1.9,0.124,19
26.6092,129.5737,10,72,1.185,0.72,5.4,1.4,0.069,67
26.6318,129.6883,10,77,1.282,1.24,5.4,1.9,0.12,21
26.6827,129.6017,10,35,1.198,0.54,7.3,1.8,0.047,44
26.7366,129.4978,10,68,1.099,0.58,3.3,1.9,0.104,30
26.7446,129.6099,10,126,1.198,0.63,9,1.9,0.155,12
26.6989,129.6192,10,126,1.211,0.72,7.6,1.7,0.126,18
26.774,129.6812,10,89,1.26,0.64,6.1,1.9,0.073,57
26.5723,129.8862,10,95,1.416,0.82,6.7,1.9,0.134,17
26.707,129.5875,10,93,1.182,0.43,6.5,1.8,0.146,14
26.6796,129.6362,10,74,1.229,0.63,8,1.8,0.047,143
26.6176,129.6998,10,69,1.294,0.66,8.1,1.8,0.052,117
26.6974,129.5594,10,55,1.158,0.6,8,1.7,0.053,34
26.6969,129.6547,10,70,1.243,0.6,8,1.8,0.04,198
26.6407,129.6146,10,88,1.215,0.98,5.8,1.9,0.155,13
26.6719,129.5944,10,92,1.193,0.92,5.3,1.9,0.128,18
37.1672,71.8104,167.24,66,0.381,0.81,6.9,3.6,0.093,34
44.408,149.2402,35,176,4.783,0.49,6.3,2,0.086,40
34.6337,136.6997,335.09,138,1.106,0.67,11.9,6.6,0.15,13
26.7476,129.5933,10,78,1.183,0.49,6,1.8,0.079,50
26.7243,129.6,10,112,1.191,0.28,5.4,1.9,0.22,7
26.7059,129.6128,10,94,1.205,0.5,5.5,1.9,0.151,14
45.292,124.6564,10,54,3.569,0.66,8.1,1.9,0.102,28
26.7302,129.6429,9.32,24,1.229,0.67,4.8,2.7,0.051,37
41.9386,77.2122,19.96,76,0.489,0.71,3.5,5,0.083,14
58.8418,158.8203,10,76,4.203,0.84,5.1,1.8,0.045,137
43.7278,147.2398,91.95,181,3.379,0.65,11.6,7.7,0.127,17
42.5971,141.9972,35,81,1.038,0.74,4.2,2,0.085,39
36.7863,140.7036,10,138,1.083,0.89,2.7,1.9,0.144,14
35.0343,92.2708,10,55,5.403,0.96,9.1,1.9,0.11,25
36.803,140.624,10,149,1.072,0.89,5.2,1.9,0.147,13
36.8176,140.6565,7.87,133,1.054,1.17,5.4,4.4,0.069,20
37.1278,141.0001,73.78,139,0.758,0.99,7.4,2.9,0.144,14
42.862,141.942,35,79,1.235,0.67,5.2,1.9,0.058,85
42.7494,141.934,26.62,71,1.166,0.7,6,4.3,0.086,13
36.5216,71.2044,230.14,36,0.785,0.6,6.8,5.9,0.032,285
42.6855,141.9709,35,87,1.105,0.69,6.1,2,0.109,24
13.449,144.6188,94.99,54,0.28,0.64,11.5,2.5,0.066,68
42.634,142.0047,22.41,83,1.055,1.04,5.4,6.2,0.1,29
20.2154,120.981,10,141,2.591,1.25,14.9,2,0.189,8
32.7234,105.6616,10,19,4.082,0.6,7.9,1.9,0.062,25
19.1527,121.1689,35,120,3.647,0.92,9.3,2,0.073,55
42.6901,141.9471,27.83,73,1.122,0.52,5.7,5.6,0.075,52
18.7012,120.9459,31.02,122,4.097,0.93,11.4,7.8,0.168,10
54.6773,142.761,10,93,6.564,1.05,10.6,1.9,0.064,73
26.3711,90.1611,10,18,1.723,0.64,6.3,1.7,0.078,16
24.1454,123.6824,23.57,95,0.691,0.73,6.9,5.6,0.11,25
45.6083,150.0151,80.69,101,5.207,1.2,5.5,5.6,0.023,608
36.3435,76.2811,79.41,98,3.651,0.89,5.8,7.2,0.07,59
24.0437,122.2556,45.89,102,0.617,0.68,4.2,8.1,0.13,17
36.503,71.0343,161.49,74,0.722,0.96,7.3,5.9,0.098,31
30.4041,131.0237,35,108,2.715,0.79,7.7,2,0.064,74
30.3898,131.0138,35,132,2.729,0.7,7.6,2,0.103,28
41.2526,142.3943,45.26,124,0.952,0.71,6.3,4.9,0.089,12
39.6445,132.1629,510.33,80,3.978,0.79,5.8,5,0.045,144
30.4666,130.2796,35,124,2.698,0.94,8.4,2,0.193,8
33.6364,76.2087,35,95,2.452,0.95,9.5,2,0.085,40
42.8582,142.0309,35,76,1.185,0.63,6.3,2,0.053,104
23.8406,121.5416,6.74,98,0.335,0.5,1.2,4.2,0.071,19
42.7117,141.9971,35,77,1.106,0.68,4.9,1.9,0.093,33
12.3205,143.6679,51.68,61,1.72,0.9,8.2,8.5,0.1,29
46.9057,152.1171,68.63,145,7.173,1.25,8.8,9.3,0.129,17
42.6802,141.9843,35,72,1.094,0.8,6.6,2,0.048,131
37.796,141.0925,65.42,147,0.25,1.18,7.3,3.8,0.084,40
23.1619,94.6759,100.51,70,1.117,0.75,4,7.4,0.095,32
34.9969,140.2387,28.35,139,0.316,0.81,6.5,5.5,0.063,74
10.7348,126.1358,10,82,3.683,0.84,8.4,1.8,0.078,16
36.3196,70.7783,95.99,105,0.82,0.65,3.5,10.9,0.263,4
10.5946,126.1184,10,64,9.268,0.63,10.3,1.9,0.08,47
10.5541,126.3332,10,85,3.541,1.13,9.1,1.9,0.058,88
10.5116,126.2976,10,145,3.492,0.59,11,1.7,0.19,8
10.5695,126.1692,10,87,3.526,0.84,9.6,1.9,0.042,175
28.8193,76.8395,10,217,5.704,0.89,13.1,2,0.166,9
52.247,157.1187,145.09,117,0.932,0.79,10,3.6,0.027,419
36.5224,141.6764,35,189,1.519,0.75,8.4,2,0.086,38
42.785,141.9702,20.79,43,1.168,0.7,6.1,3.9,0.086,13
23.8852,121.6433,34.85,86,0.29,0.56,3.6,3.6,0.095,32
39.022,141.0916,99.86,135,1.175,1.14,7.3,7.6,0.11,24
28.6531,76.8101,10,95,8.843,1.05,6.5,1.9,0.182,9
9.3209,126.4907,10,175,2.411,0.86,12.3,2,0.18,9
42.6464,142.0214,35,95,1.052,1.1,6.7,2,0.157,11
36.5521,71.2454,232.94,73,0.784,0.69,8.1,5,0.238,5
29.8659,142.2818,10.85,117,2.761,0.75,8.9,5,0.077,51
40.9696,83.5241,10,64,4.371,0.85,8.6,1.9,0.135,15
46.9441,83.0308,15.03,76,0.529,0.85,5.8,5,0.108,26
30.5852,131.1662,35,107,2.544,0.94,7.4,2,0.105,30
19.0589,95.7362,10,89,2.093,0.75,6.1,1.8,0.089,37
29.7361,141.149,70.66,109,2.784,0.79,7.4,7.2,0.058,89
42.7365,141.9118,35.64,70,1.171,0.78,5.1,6,0.081,44
24.2739,121.7148,22.54,68,0.148,0.49,2.5,6.2,0.113,23
23.2765,101.5399,10,107,2.68,0.55,10.2,1.9,0.181,9
23.3322,101.5779,8,19,2.745,0.49,4.5,1.8,0.062,25
42.7949,141.9855,39.67,76,1.166,0.63,4.9,6.6,0.049,122
34.1413,136.6853,370.01,49,1.238,0.65,8.7,7.2,0.089,34
36.5325,70.8128,197.61,72,0.621,1.09,5.9,8.5,0.126,18
38.687,71.3899,7.96,41,0.858,1.19,4.6,4.6,0.148,13
42.7397,141.9312,42.72,73,1.161,0.66,3,7.5,0.031,320
18.7406,145.453,172.94,124,3.495,0.72,13.6,8.7,0.114,22
12.5856,142.4405,130.04,42,2.567,0.61,9.2,7.3,0.037,236
42.6323,141.9526,35,66,1.085,0.86,5.7,1.9,0.098,10
42.5675,141.9876,35,70,1.028,1.01,5,2,0.127,18
36.7751,135.392,359.9,39,1.971,1.08,5.5,9.7,0.071,55
42.7233,142.0853,35,84,1.063,0.89,7,2,0.054,100
42.6451,142.0563,43.53,75,1.031,0.86,5.1,7.7,0.084,41
42.8355,141.9989,35,82,1.186,0.39,4.9,1.7,0.177,9
42.5891,141.9937,35,72,1.036,0.78,4.1,2,0.078,47
11.0321,144.5413,10,127,2.561,0.56,11.6,1.9,0.056,97
42.7093,141.9861,41.16,91,1.111,0.39,4.8,10.3,0.179,9
42.5672,141.9882,35,106,1.028,0.61,3.8,2,0.19,8
42.8126,141.934,43.51,91,1.206,0.48,3,9.6,0.153,12
42.6739,141.9468,35,92,1.113,1.1,4.8,2,0.178,9
42.6596,141.9745,44.29,92,1.088,0.45,5.7,9.6,0.217,6
42.6312,141.9989,40.12,88,1.056,0.46,4.8,8.5,0.117,21
42.7449,142.0828,41.48,98,1.079,0.55,5,9.6,0.172,10
42.5968,141.9206,35,97,1.086,0.54,4.6,1.9,0.177,9
42.6827,142.0003,29.28,40,1.086,0.77,4.5,3.1,0.089,12
42.6593,142.0023,35,86,1.071,1.38,5,2,0.188,8
42.681,142.0247,43.7,73,1.071,0.45,4.8,6.6,0.064,73
42.553,141.9809,35,79,1.025,0.78,4.4,2,0.097,30
42.7136,141.9663,34.47,63,1.125,0.86,5.5,5.5,0.036,237
42.679,141.9049,35,106,1.141,0.55,4.3,2,0.238,5
42.7504,142.1164,35,70,1.065,0.73,5.5,1.9,0.069,62
42.6446,141.9026,35,98,1.123,0.96,6.7,2,0.126,18
42.7676,141.9347,33.03,71,1.177,0.88,7.1,5.4,0.049,135
42.59,142.0468,35,42,1.004,1.16,6.5,1.9,0.037,237
42.6389,142.001,35,59,1.06,0.94,7,1.9,0.051,129
42.6861,141.9294,35,32,1.13,0.74,6.5,1.9,0.062,25
58.7327,158.7709,10,93,4.205,0.53,9,1.9,0.034,256
18.2882,120.8284,37.35,153,4.512,0.69,14.7,3.4,0.137,15
43.3596,146.2066,59.49,126,2.619,0.74,8.6,6.3,0.038,209
18.6719,145.5624,238.94,100,3.418,0.64,9.9,7.6,0.064,70
36.4802,141.392,39.53,17,1.467,0.89,5.6,4.1,0.066,22
21.5982,143.3209,261.86,164,5.57,0.52,16.5,12.4,0.173,10
34.6052,140.2968,54.84,148,1.539,0.31,8.2,9.8,0.167,10
27.7264,139.8442,486.07,50,2.173,0.46,11.5,8.4,0.058,85
16.4922,121.641,10,126,7.642,0.79,14.9,1.9,0.148,13
39.587,76.7137,22.62,71,1.918,0.91,7.7,6.7,0.105,27
15.2972,144.6258,174.05,96,1.124,0.72,13,7.5,0.143,15
17.6329,145.889,185.7,48,2.38,0.83,8.7,6.9,0.038,204
10.3441,124.8204,35,156,3.338,0.68,15.5,2,0.103,27
39.3941,76.8783,10,85,2.141,0.93,6.5,1.8,0.071,19
39.4095,76.8745,10,85,2.125,0.79,2.7,1.8,0.062,78
52.9675,156.7151,237.83,113,0.61,0.84,10.5,5.4,0.025,471
47.3109,152.4938,81.43,154,6.65,0.7,11.4,6,0.079,46
49.149,151.0969,296.27,166,5.742,0.52,7.5,15.7,0.073,51
17.6203,147.5563,10,168,2.911,0.62,13.7,2,0.147,13
39.6071,71.3681,9.19,55,0.359,0.94,6.7,4.2,0.117,23
22.8244,144.0464,35,150,4.576,0.71,10,2,0.092,35
24.0431,121.5803,10,52,0.13,0.62,2.6,1.6,0.065,69
17.5365,147.5052,25.9,45,2.815,0.65,8.3,4.3,0.103,9
